@relation 'adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R4,14-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0'

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute salary {>50K,<=50K}

@data
0.000274,Private,1,0.000056,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,0.000249,<=50K
0.000779,Private,0.99987,0.000056,Married-civ-spouse,Other-service,Husband,White,Male,0.016076,0,0.000395,<=50K
0.000092,Private,1,0.000042,Never-married,Adm-clerical,Other-relative,White,Male,0,0,0.000167,<=50K
0.000103,Federal-gov,1,0.000034,Divorced,Craft-repair,Unmarried,Black,Female,0,0,0.000125,>50K
0.000108,Private,1,0.000043,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000173,<=50K
0.00007,Private,1,0.000033,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.000103,<=50K
0.000103,Private,1,0.000031,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000141,>50K
0.000236,Private,1,0.000065,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000301,>50K
0.00031,Private,1,0.000056,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.00031,>50K
0.000107,Private,1,0.000032,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0.000126,<=50K
0.000221,Self-emp-inc,1,0.000056,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000108,<=50K
0.000107,Private,1,0.000053,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.00008,<=50K
0.000601,Self-emp-not-inc,1,0.000131,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0.000469,<=50K
0.000617,Private,0.999999,0.000308,Never-married,Sales,Not-in-family,White,Male,0,0,0.000771,<=50K
0.000592,Private,1,0.000162,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.000718,<=50K
0.000105,Private,1,0.000029,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,0.000064,<=50K
0.000465,Private,0.246804,0.000136,Divorced,Exec-managerial,Not-in-family,White,Male,0.969065,0,0.000485,>50K
0.000051,Private,1,0.000019,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,0.000082,<=50K
0.001152,Private,0.999998,0.000288,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0.001382,>50K
0.000264,Private,1,0.000034,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000258,>50K
0.000244,Private,1,0.00003,Never-married,Other-service,Unmarried,White,Female,0,0,0.000189,<=50K
0.000133,Self-emp-inc,1,0.000033,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000238,>50K
0.000563,Private,1,0.000138,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000468,>50K
0.000121,Self-emp-inc,1,0.000048,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000155,>50K
0.000152,Local-gov,0.999953,0.000068,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.009699,0.000315,>50K
0.000363,Private,1,0.000091,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.000454,>50K
0.000166,?,1,0.000069,Never-married,?,Unmarried,White,Male,0,0,0.000276,<=50K
0.000106,Private,1,0.00005,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,0.000112,<=50K
0.000114,Private,1,0.000051,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000169,<=50K
0.000145,Private,1,0.00005,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.00019,<=50K
0.000244,Private,1,0.000047,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000188,>50K
0.000307,Federal-gov,1,0.000058,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.00032,>50K
0.000132,Private,1,0.000046,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.000253,<=50K
0.000299,State-gov,0.999948,0.000072,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.010187,0.000258,>50K
0.000084,Private,1,0.000025,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.000109,<=50K
0.000822,Private,0.988678,0.000185,Married-civ-spouse,Sales,Husband,White,Male,0.150048,0,0.000925,>50K
0.000164,Self-emp-not-inc,1,0.000038,Married-civ-spouse,Sales,Wife,Black,Female,0,0,0.000227,>50K
0.000096,State-gov,1,0.000052,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0.00004,<=50K
0.00032,Private,1,0.000044,Married-civ-spouse,Sales,Own-child,White,Male,0,0,0.000444,>50K
0.000384,Self-emp-not-inc,1,0.000092,Never-married,Craft-repair,Unmarried,White,Male,0,0,0.000366,<=50K
0.000799,Self-emp-inc,0.982358,0.000081,Widowed,Sales,Not-in-family,White,Male,0.187006,0,0.000455,>50K
0.000856,Local-gov,0.999999,0.000271,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000939,>50K
0.000099,Private,1,0.00004,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,0.000159,<=50K
0.000093,Private,1,0.000029,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.000037,>50K
0.000291,Private,1,0.000079,Never-married,Sales,Not-in-family,White,Male,0,0,0.000397,<=50K
0.001084,Private,0.999997,0.000264,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.001991,<=50K
0.000344,Private,1,0.000062,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000344,>50K
0.00017,Private,0.99971,0.000066,Married-civ-spouse,Sales,Husband,White,Male,0.024061,0,0.000247,>50K
0.000251,Private,1,0.000125,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,0.000557,<=50K
0.000207,Private,1,0.000075,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.00023,>50K
0.000141,State-gov,1,0.00004,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,0.000161,<=50K
0.000498,?,1,0.000079,Divorced,?,Not-in-family,White,Female,0,0,0.00004,<=50K
0.001591,Self-emp-not-inc,0.999998,0.00045,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.001141,>50K
0.000227,Private,1,0.000043,Widowed,Exec-managerial,Unmarried,White,Female,0,0,0.000171,<=50K
0.000288,Private,0.996272,0.000065,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.086268,0,0.000207,>50K
0.000203,Private,1,0.000045,Divorced,Craft-repair,Own-child,White,Male,0,0,0.000198,<=50K
0.000121,Self-emp-not-inc,0.970302,0.000022,Married-civ-spouse,Craft-repair,Husband,White,Male,0.241897,0,0.000121,>50K
0.000134,Self-emp-inc,1,0.000026,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000114,>50K
0.000174,Private,1,0.000049,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000189,>50K
0.000261,Private,0.999964,0.000027,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00849,0.00018,>50K
0.000234,Private,1,0.000095,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.00044,>50K
0.000172,Private,1,0.000068,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.000209,<=50K
0.000277,Private,1,0.000042,Divorced,Other-service,Not-in-family,White,Female,0,0,0.000179,<=50K
0.000261,Private,1,0.000025,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,0,0,0.00037,<=50K
0.000252,Private,1,0.000084,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000291,>50K
0.000138,Private,1,0.000026,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000132,>50K
0.000085,Federal-gov,1,0.000039,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.000121,<=50K
0.00023,Private,1,0.000059,Divorced,Exec-managerial,Unmarried,White,Male,0,0,0.000181,>50K
0.00025,Private,0.999851,0.000072,Married-civ-spouse,Craft-repair,Husband,White,Male,0.017269,0,0.000223,>50K
0.000235,Self-emp-not-inc,1,0.000078,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.00028,>50K
0.000126,Private,1,0.000045,Never-married,Craft-repair,Own-child,White,Male,0,0,0.000181,<=50K
0.00012,Private,0.999513,0.000043,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0312,0,0.000137,>50K
0.000179,?,1,0.000051,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,0.000204,>50K
0.000201,Local-gov,1,0.000047,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000187,>50K
0.000057,Federal-gov,1,0.000029,Never-married,Protective-serv,Own-child,Black,Male,0,0,0.000115,<=50K
0.000649,Self-emp-inc,1,0.000085,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.000376,>50K
0.000393,Local-gov,1,0.000088,Never-married,Protective-serv,Not-in-family,White,Male,0,0,0.000413,<=50K
0.000706,Private,0.999838,0.000044,Widowed,Priv-house-serv,Not-in-family,Black,Female,0.017979,0,0.000044,<=50K
0.0003,Private,1,0.000036,Widowed,Other-service,Not-in-family,White,Female,0,0,0.000207,<=50K
0.00033,State-gov,1,0.000067,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000053,<=50K
0.000156,State-gov,1,0.000036,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.00012,>50K
0.000312,Private,1,0.00008,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000357,<=50K
0.000405,?,1,0.000056,Married-civ-spouse,?,Husband,White,Male,0,0,0.000124,<=50K
0.000325,?,1,0.000045,Married-civ-spouse,?,Husband,White,Male,0,0,0.000224,<=50K
0.000169,Self-emp-inc,1,0.000056,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000188,>50K
0.000133,Private,1,0.000048,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000204,>50K
0.000256,Private,1,0.000033,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,0.00003,<=50K
0.000221,Private,1,0.000074,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000227,<=50K
0.000136,Private,1,0.000043,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.00017,<=50K
0.000211,Private,1,0.000068,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.000301,>50K
0.002288,Private,0.996347,0.000628,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.08532,0.002691,>50K
0.000315,Private,1,0.000056,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.000247,<=50K
0.000467,Private,1,0.000078,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,0.000346,<=50K
0.000165,Private,1,0.000042,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000188,>50K
0.001687,Private,0.96182,0.000375,Married-civ-spouse,Transport-moving,Husband,White,Male,0.27367,0,0.001875,>50K
0.000339,Private,1,0.000099,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000283,>50K
0.000403,Private,0.999863,0.000088,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.016546,0.000395,>50K
0.000246,Private,1,0.000108,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000403,<=50K
0.000161,Private,1,0.000052,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.000161,>50K
0.000244,?,1,0.000034,Married-civ-spouse,?,Husband,White,Male,0,0,0.00015,<=50K
0.002319,Federal-gov,0.999994,0.00058,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.002675,>50K
0.000088,Private,0.999989,0.000044,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.004664,0.000235,<=50K
0.000093,Private,1,0.000044,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.000177,<=50K
0.00023,Private,0.997711,0.000063,Married-civ-spouse,Sales,Husband,White,Male,0.067621,0,0.000225,>50K
0.000196,Private,1,0.000075,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000288,>50K
0.000658,Federal-gov,1,0.000105,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.000188,>50K
0.000201,Private,1,0.000033,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,0.000209,<=50K
0.000948,Private,0.999999,0.000225,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.001248,>50K
0.000298,Private,1,0.000068,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000262,>50K
0.000134,Self-emp-not-inc,0.999392,0.000048,Married-civ-spouse,Craft-repair,Husband,White,Male,0.034863,0,0.000191,>50K
0.000315,Private,1,0.000088,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000315,>50K
0.00047,State-gov,1,0.000073,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.00013,<=50K
0.000231,Private,0.999788,0.000128,Never-married,Adm-clerical,Own-child,White,Male,0,0.020575,0.000193,<=50K
0.000237,Self-emp-not-inc,1,0.000091,Separated,Craft-repair,Not-in-family,White,Male,0,0,0.000274,<=50K
0.000092,Private,1,0.000028,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.000161,<=50K
0.000252,Private,0.994772,0.000126,Never-married,Prof-specialty,Own-child,White,Male,0.102121,0,0.000621,>50K
0.000184,Private,1,0.000047,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0.00021,<=50K
0.000586,Self-emp-not-inc,1,0.000107,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.000799,<=50K
0.000407,Private,1,0.00007,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.000391,<=50K
0.000504,Private,0.997217,0.000087,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.074558,0,0.000388,>50K
0.000244,Private,1,0.000071,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0.000315,<=50K
0.000595,Private,1,0.000091,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.000404,<=50K
0.000141,Self-emp-inc,0.99898,0.000042,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.045159,0,0.00015,>50K
0.00024,Self-emp-not-inc,1,0.00006,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000214,>50K
0.000423,Private,0.9885,0.000131,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.151218,0,0.000453,>50K
0.000384,State-gov,0.999315,0.000066,Married-civ-spouse,Craft-repair,Husband,White,Male,0.037002,0,0.000295,<=50K
0.000294,Private,1,0.000043,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.000095,<=50K
0.000159,Private,1,0.000057,Never-married,Sales,Not-in-family,Black,Male,0,0,0.000212,<=50K
0.000137,Private,1,0.00002,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,0.000156,<=50K
0.00018,Federal-gov,1,0.000041,Divorced,Exec-managerial,Unmarried,White,Male,0,0,0.000246,>50K
0.000357,Self-emp-not-inc,1,0.000076,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000303,<=50K
0.000067,State-gov,1,0.000035,Never-married,Other-service,Not-in-family,Black,Male,0,0,0.000042,<=50K
0.000334,Private,1,0.000092,Divorced,Sales,Not-in-family,White,Male,0,0,0.00032,<=50K
0.000353,Federal-gov,0.999884,0.000099,Never-married,Exec-managerial,Unmarried,White,Female,0,0.015221,0.000441,<=50K
0.00012,Private,0.999967,0.000021,Married-civ-spouse,Other-service,Husband,Black,Male,0.008074,0,0.000113,<=50K
0.000132,Private,0.999926,0.000042,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.012164,0,0.000189,<=50K
0.000374,Private,1,0.000114,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.000406,>50K
0.000221,Private,1,0.000055,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.00017,>50K
0.000201,Private,1,0.000071,Divorced,Adm-clerical,Own-child,White,Female,0,0,0.000207,<=50K
0.000095,Private,0.999934,0.000019,Divorced,Sales,Unmarried,Black,Male,0.011493,0,0.000084,<=50K
0.000349,Private,1,0.000096,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000437,>50K
0.000305,Self-emp-inc,1,0.000104,Never-married,Craft-repair,Not-in-family,White,Female,0,0,0.00016,<=50K
0.000147,Local-gov,1,0.000048,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000179,>50K
0.000222,Self-emp-inc,1,0.000039,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000156,>50K
0.000163,Private,1,0.000081,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.000204,>50K
0.00101,Self-emp-not-inc,0.999999,0.000186,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.000928,<=50K
0.000222,Local-gov,1,0.000076,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000206,>50K
0.000915,Private,0.999999,0.000203,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.001355,<=50K
0.000192,Private,1,0.000108,Never-married,Prof-specialty,Own-child,White,Male,0,0,0.000417,<=50K
0.000193,Private,1,0.000028,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000114,<=50K
0.0001,Federal-gov,1,0.000041,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.000147,>50K
0.000289,Private,1,0.000065,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.000236,>50K
0.000107,Private,1,0.000044,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0.000195,<=50K
0.000272,Self-emp-not-inc,1,0.000071,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000245,>50K
0.000133,Private,1,0.000058,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,0.000177,<=50K
0.000695,Private,0.999999,0.00016,Divorced,Other-service,Unmarried,White,Female,0,0,0.000713,<=50K
0.000607,Private,1,0.000156,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.000607,<=50K
0.000107,Private,1,0.000024,Divorced,Adm-clerical,Own-child,White,Male,0,0,0.000107,<=50K
0.000212,?,1,0.000036,Divorced,?,Not-in-family,White,Male,0,0,0.0006,<=50K
0.00014,Self-emp-not-inc,1,0.000043,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.000385,<=50K
0.000284,Private,0.999878,0.000111,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.015605,0.000395,>50K
0.000318,Private,1,0.000096,Never-married,Craft-repair,Other-relative,White,Male,0,0,0.000424,<=50K
0.000256,Private,1,0.000053,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.000267,>50K
0.000364,Private,1,0.000041,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.000331,<=50K
0.000056,Private,1,0.000022,Never-married,Adm-clerical,Own-child,White,Male,0,0,0.000061,<=50K
0.000151,Self-emp-not-inc,1,0.000041,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.000063,>50K
0.000196,Self-emp-not-inc,0.757224,0.000059,Never-married,Craft-repair,Not-in-family,White,Male,0.653155,0,0.000327,>50K
0.000332,?,1,0.000051,Married-civ-spouse,?,Husband,White,Male,0,0,0.000153,>50K
0.000215,Private,1,0.0001,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.000308,>50K
