@relation prueba-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R2

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}

@data
167,False,True,True,True,0,4,22,26,6,6,East,False,True,False,False,East
166,False,True,True,True,0,2,17,26,7,6,East,False,True,False,True,East
165,False,True,True,True,0,3,14,26,8,6,East,False,False,False,False,South
164,False,True,True,True,0,5,14,28,8,5,South,True,False,False,False,South
163,False,True,True,True,0,4,20,26,8,4,South,True,False,False,False,South
162,False,True,True,True,0,3,21,29,8,3,South,False,True,False,False,East
161,False,True,True,True,0,6,18,23,9,3,East,False,True,False,False,East
360,False,False,True,True,0,0,21,25,10,3,East,False,True,False,False,North
359,False,False,True,True,0,0,16,17,10,4,North,False,False,False,False,North
358,False,False,True,True,0,0,12,25,10,5,North,False,False,False,False,North
357,False,False,True,True,0,0,15,25,10,6,North,False,False,False,False,North
356,False,False,True,True,0,0,13,27,10,7,North,False,False,False,False,North
355,False,False,True,True,0,0,11,21,10,8,North,False,False,False,False,North
354,False,False,True,True,0,0,16,19,10,9,North,False,False,False,False,North
353,False,False,True,True,0,0,12,20,10,10,North,False,False,False,False,North
352,False,False,True,True,0,0,14,19,10,11,North,False,False,False,False,North
351,False,False,True,True,0,0,17,17,10,12,North,False,False,False,False,North
350,False,False,True,True,0,0,16,18,10,13,North,False,False,True,False,North
349,False,False,True,True,0,0,19,13,10,14,North,False,False,True,False,North
348,False,False,True,True,0,0,20,14,10,15,North,False,False,False,False,East
347,False,False,True,True,0,0,19,12,11,15,East,False,True,False,False,East
346,False,False,True,True,0,0,19,12,12,15,East,False,False,False,False,East
345,False,False,True,True,0,0,17,14,13,15,East,False,False,False,False,East
344,False,False,True,True,0,0,9,9,14,15,East,False,False,False,False,East
343,False,False,True,True,0,0,13,9,15,15,East,False,False,False,False,South
342,False,False,True,True,0,0,14,12,15,14,South,False,True,False,False,East
341,False,False,True,True,0,0,13,5,16,14,East,False,True,False,False,East
340,False,False,True,True,0,0,14,7,17,14,East,False,False,False,False,East
339,False,False,True,True,0,0,12,4,18,14,East,False,False,False,True,East
338,False,False,True,True,0,0,6,3,19,14,East,False,False,False,True,East
337,False,False,True,True,0,0,10,3,20,14,East,False,False,True,False,North
336,False,False,True,True,0,0,11,2,20,15,North,True,False,False,False,North
335,False,False,True,True,0,0,10,3,20,16,North,True,False,False,False,East
334,False,False,True,True,0,0,10,1,21,16,East,False,False,False,False,East
533,False,False,True,False,0,0,13,0,22,16,East,False,False,False,True,South
532,False,False,True,False,0,0,11,0,22,15,South,False,False,False,False,South
531,False,False,True,False,0,0,11,0,22,14,South,True,False,False,False,South
530,False,False,True,False,0,0,6,0,22,13,South,True,True,False,False,North
529,False,False,True,False,0,0,10,0,22,14,North,True,False,False,False,North
528,False,False,True,False,0,0,11,0,22,15,North,False,False,False,False,North
527,False,False,True,False,0,0,13,0,22,16,North,False,False,False,True,West
526,False,False,True,False,0,0,10,0,21,16,West,False,False,False,False,West
525,False,False,True,False,0,0,9,0,20,16,West,True,False,False,False,South
524,False,False,True,False,0,0,10,0,20,15,South,True,False,False,False,South
523,False,False,True,False,0,0,11,0,20,14,South,False,False,True,False,South
522,False,False,True,False,0,0,10,0,20,13,South,False,False,True,False,South
521,False,False,True,False,0,0,7,0,20,12,South,False,False,True,False,South
520,False,False,True,False,0,0,4,0,20,11,South,False,False,True,False,South
0,True,True,True,True,18,24,25,30,1,18,Stop,True,False,False,True,Stop
-1,True,True,True,True,11,24,27,30,1,18,Stop,True,False,False,True,Stop
-2,True,True,True,True,9,30,28,29,1,18,Stop,True,False,False,True,Stop
-3,True,True,True,True,10,22,30,29,1,18,Stop,True,False,False,True,South
-4,True,True,True,True,12,21,28,27,1,17,South,True,False,True,False,South
-5,True,True,True,True,10,20,29,26,1,16,South,True,False,False,False,South
-6,True,True,True,True,11,20,28,26,1,15,South,True,False,False,False,South
-7,True,True,True,True,10,20,26,25,1,14,South,True,False,False,False,South
-8,True,True,True,True,10,19,25,21,1,13,South,True,False,True,False,South
-9,True,True,True,True,8,14,25,29,1,12,South,True,False,False,False,South
-10,True,True,True,True,8,16,21,28,1,11,South,True,False,True,False,South
-11,True,True,True,True,6,16,22,29,1,10,South,True,False,True,False,South
-12,True,True,True,True,9,11,20,27,1,9,South,True,False,True,False,South
-13,True,True,True,True,7,9,17,30,1,8,South,True,False,True,False,South
-14,True,True,True,True,5,11,16,30,1,7,South,True,False,True,False,South
-15,True,True,True,True,4,11,16,29,1,6,South,True,False,False,False,East
-16,True,True,True,True,4,9,12,28,2,6,East,False,False,False,True,East
-17,True,True,True,True,2,8,14,22,3,6,East,False,False,False,False,East
-18,True,True,True,True,1,7,15,27,4,6,East,False,False,False,False,East
181,False,True,True,True,0,8,12,26,5,6,East,False,False,False,False,East
180,False,True,True,True,0,6,12,26,6,6,East,False,True,False,False,East
179,False,True,True,True,0,6,11,24,7,6,East,False,True,False,True,East
178,False,True,True,True,0,0,8,23,8,6,East,False,False,False,False,North
177,False,True,True,True,0,3,11,22,8,7,North,True,False,False,False,North
176,False,True,True,True,0,3,10,20,8,8,North,True,False,False,False,North
175,False,True,True,True,0,4,16,18,8,9,North,True,False,False,False,East
174,False,True,True,True,0,2,13,20,9,9,East,False,False,False,False,East
173,False,True,True,True,0,1,9,14,10,9,East,False,False,False,False,North
172,False,True,True,True,0,0,10,18,10,10,North,False,False,False,False,West
371,False,False,True,True,0,0,11,26,9,10,West,False,False,False,False,South
370,False,False,True,True,0,0,9,22,9,9,South,False,False,False,False,North
369,False,False,True,True,0,0,12,18,9,10,North,False,False,False,False,North
368,False,False,True,True,0,0,11,19,9,11,North,False,False,False,False,East
367,False,False,True,True,0,0,8,17,10,11,East,False,False,False,False,North
366,False,False,True,True,0,0,14,21,10,12,North,False,False,False,False,North
365,False,False,True,True,0,0,14,18,10,13,North,False,False,True,False,North
364,False,False,True,True,0,0,9,14,10,14,North,False,False,True,False,North
363,False,False,True,True,0,0,15,16,10,15,North,False,False,False,False,East
362,False,False,True,True,0,0,15,14,11,15,East,False,True,False,False,East
361,False,False,True,True,0,0,15,14,12,15,East,False,False,False,False,East
360,False,False,True,True,0,0,15,12,13,15,East,False,False,False,False,East
359,False,False,True,True,0,0,8,11,14,15,East,False,False,False,False,South
358,False,False,True,True,0,0,13,12,14,14,South,False,False,False,False,East
357,False,False,True,True,0,0,10,17,15,14,East,False,True,False,False,East
356,False,False,True,True,0,0,13,14,16,14,East,False,True,False,False,East
355,False,False,True,True,0,0,13,10,17,14,East,False,False,False,False,East
354,False,False,True,True,0,0,9,13,18,14,East,False,False,False,True,East
353,False,False,True,True,0,0,14,9,19,14,East,False,False,False,True,East
352,False,False,True,True,0,0,18,9,20,14,East,False,False,True,False,North
351,False,False,True,True,0,0,14,8,20,15,North,True,False,False,False,North
350,False,False,True,True,0,0,20,2,20,16,North,True,False,False,False,East
349,False,False,True,True,0,0,18,4,21,16,East,False,False,False,False,North
348,False,False,True,True,0,0,14,3,21,17,North,False,False,True,False,North
347,False,False,True,True,0,0,20,2,21,18,North,False,False,False,True,East
346,False,False,True,True,0,0,22,6,22,18,East,False,True,False,True,East
345,False,False,True,True,0,0,21,4,23,18,East,False,True,False,True,East
344,False,False,True,True,0,0,19,3,24,18,East,False,True,False,True,East
343,False,False,True,True,0,0,25,0,25,18,East,False,False,True,True,South
542,False,False,True,False,0,0,21,0,25,17,South,True,False,True,False,South
541,False,False,True,False,0,0,20,0,25,16,South,False,False,True,False,South
540,False,False,True,False,0,0,16,0,25,15,South,False,False,True,False,West
539,False,False,True,False,0,0,21,0,24,15,West,False,False,False,False,West
538,False,False,True,False,0,0,18,0,23,15,West,False,False,False,False,West
537,False,False,True,False,0,0,18,0,22,15,West,False,False,False,False,West
536,False,False,True,False,0,0,17,0,21,15,West,False,True,False,False,West
535,False,False,True,False,0,0,15,0,20,15,West,True,False,False,False,South
534,False,False,True,False,0,0,12,0,20,14,South,False,False,True,False,South
533,False,False,True,False,0,0,11,0,20,13,South,False,False,True,False,South
532,False,False,True,False,0,0,13,0,20,12,South,False,False,True,False,South
531,False,False,True,False,0,0,14,0,20,11,South,False,False,True,False,South
530,False,False,True,False,0,0,8,0,20,10,South,False,True,False,False,West
529,False,False,True,False,0,0,12,0,19,10,West,False,True,False,False,West
528,False,False,True,False,0,0,12,0,18,10,West,False,True,False,False,West
527,False,False,True,False,0,0,10,0,17,10,West,False,True,False,False,West
526,False,False,True,False,0,0,9,0,16,10,West,False,True,False,False,West
525,False,False,True,False,0,0,6,0,15,10,West,False,True,False,False,West
524,False,False,True,False,0,0,10,0,14,10,West,False,False,False,False,South
523,False,False,True,False,0,0,7,0,14,9,South,False,False,True,False,South
522,False,False,True,False,0,0,5,0,14,8,South,False,False,False,False,South
521,False,False,True,False,0,0,6,0,14,7,South,False,False,True,False,South
520,False,False,True,False,0,0,3,0,14,6,South,False,False,False,False,South
519,False,False,True,False,0,0,3,0,14,5,South,False,False,True,False,South
518,False,False,True,False,0,0,4,0,14,4,South,False,False,False,False,South
517,False,False,True,False,0,0,0,0,14,3,South,False,True,False,False,West
516,False,False,True,False,0,0,8,0,13,3,West,True,True,False,False,North
515,False,False,True,False,0,0,5,0,13,4,North,True,False,False,False,East
0,True,True,True,True,14,26,28,28,1,18,Stop,True,False,False,True,Stop
-1,True,True,True,True,19,26,27,34,1,18,Stop,True,False,False,True,South
-2,True,True,True,True,13,21,27,30,1,17,South,True,False,True,False,South
-3,True,True,True,True,16,21,23,27,1,16,South,True,False,False,False,South
-4,True,True,True,True,12,19,21,24,1,15,South,True,False,False,False,South
-5,True,True,True,True,13,20,17,23,1,14,South,True,False,False,False,South
-6,True,True,True,True,13,22,16,27,1,13,South,True,False,True,False,South
-7,True,True,True,True,12,16,18,27,1,12,South,True,False,False,False,South
-8,True,True,True,True,12,18,16,29,1,11,South,True,False,True,False,South
-9,True,True,True,True,11,12,18,28,1,10,South,True,False,True,False,South
-10,True,True,True,True,4,13,15,28,1,9,South,True,False,True,False,South
-11,True,True,True,True,11,14,13,27,1,8,South,True,False,True,False,South
-12,True,True,True,True,7,11,13,30,1,7,South,True,False,True,False,South
-13,True,True,True,True,6,13,13,30,1,6,South,True,False,False,False,East
-14,True,True,True,True,6,10,9,30,2,6,East,False,False,False,True,East
-15,True,True,True,True,7,7,11,29,3,6,East,False,False,False,False,East
-16,True,True,True,True,7,7,6,28,4,6,East,False,False,False,False,East
-17,True,True,True,True,5,5,8,27,5,6,East,False,False,False,False,East
-18,True,True,True,True,3,5,8,27,6,6,East,False,True,False,False,East
-19,True,True,True,True,2,4,9,26,7,6,East,False,True,False,True,East
-20,True,True,True,True,2,2,10,26,8,6,East,False,False,False,False,South
-21,True,True,True,True,0,5,11,29,8,5,South,True,False,False,False,South
178,True,False,True,True,0,0,9,26,8,4,South,True,False,False,False,East
377,False,False,True,True,0,0,11,27,9,4,East,False,False,False,False,North
376,False,False,True,True,0,0,7,29,9,5,North,False,False,False,False,North
375,False,False,True,True,0,0,8,26,9,6,North,False,False,False,False,North
374,False,False,True,True,0,0,6,25,9,7,North,False,False,False,False,North
373,False,False,True,True,0,0,9,20,9,8,North,False,False,False,False,North
372,False,False,True,True,0,0,7,23,9,9,North,False,False,False,False,North
371,False,False,True,True,0,0,12,26,9,10,North,False,False,False,False,North
370,False,False,True,True,0,0,12,21,9,11,North,False,False,False,False,North
369,False,False,True,True,0,0,14,18,9,12,North,False,False,False,False,North
368,False,False,True,True,0,0,16,12,9,13,North,False,False,False,False,North
367,False,False,True,True,0,0,18,19,9,14,North,False,False,False,False,North
366,False,False,True,True,0,0,19,17,9,15,North,False,False,False,False,East
365,False,False,True,True,0,0,17,13,10,15,East,False,False,False,False,East
364,False,False,True,True,0,0,17,16,11,15,East,False,True,False,False,East
363,False,False,True,True,0,0,16,17,12,15,East,False,False,False,False,East
362,False,False,True,True,0,0,14,14,13,15,East,False,False,False,False,East
361,False,False,True,True,0,0,14,14,14,15,East,False,False,False,False,East
360,False,False,True,True,0,0,13,11,15,15,East,False,False,False,False,South
359,False,False,True,True,0,0,18,10,15,14,South,False,True,False,False,East
358,False,False,True,True,0,0,12,10,16,14,East,False,True,False,False,East
357,False,False,True,True,0,0,13,5,17,14,East,False,False,False,False,East
356,False,False,True,True,0,0,12,11,18,14,East,False,False,False,True,East
355,False,False,True,True,0,0,11,5,19,14,East,False,False,False,True,East
354,False,False,True,True,0,0,13,2,20,14,East,False,False,True,False,North
353,False,False,True,True,0,0,15,7,20,15,North,True,False,False,False,East
352,False,False,True,True,0,0,12,2,21,15,East,False,True,False,False,East
351,False,False,True,True,0,0,18,2,22,15,East,False,False,False,False,East
350,False,False,True,True,0,0,22,3,23,15,East,False,False,False,False,South
349,False,False,True,True,0,0,13,0,23,14,South,False,False,False,False,South
348,False,False,True,True,0,0,14,4,23,13,South,False,True,True,False,West
347,False,False,True,True,0,0,12,2,22,13,West,True,True,False,False,North
346,False,False,True,True,0,0,9,5,22,14,North,True,False,False,False,North
345,False,False,True,True,0,0,10,2,22,15,North,False,False,False,False,East
344,False,False,True,True,0,0,14,1,23,15,East,False,False,False,False,East
343,False,False,True,True,0,0,15,1,24,15,East,False,False,False,False,North
542,False,False,True,False,0,0,11,0,24,16,North,False,False,False,True,West
541,False,False,True,False,0,0,16,0,23,16,West,False,False,False,True,West
540,False,False,True,False,0,0,13,0,22,16,West,False,False,False,True,West
539,False,False,True,False,0,0,19,0,21,16,West,False,False,False,False,West
538,False,False,True,False,0,0,14,0,20,16,West,True,False,False,False,South
537,False,False,True,False,0,0,17,0,20,15,South,True,False,False,False,South
536,False,False,True,False,0,0,12,0,20,14,South,False,False,True,False,South
535,False,False,True,False,0,0,9,0,20,13,South,False,False,True,False,South
534,False,False,True,False,0,0,10,0,20,12,South,False,False,True,False,South
533,False,False,True,False,0,0,6,0,20,11,South,False,False,True,False,South
532,False,False,True,False,0,0,12,0,20,10,South,False,True,False,False,East
531,False,False,True,False,0,0,7,0,21,10,East,False,True,False,True,East
530,False,False,True,False,0,0,10,0,22,10,East,False,True,False,False,East
529,False,False,True,False,0,0,9,0,23,10,East,False,False,False,False,South
528,False,False,True,False,0,0,5,0,23,9,South,True,False,False,False,South
527,False,False,True,False,0,0,8,0,23,8,South,False,False,False,False,South
526,False,False,True,False,0,0,4,0,23,7,South,True,False,False,False,South
0,True,True,True,True,12,25,32,27,1,18,Stop,True,False,False,True,Stop
-1,True,True,True,True,12,25,26,29,1,18,Stop,True,False,False,True,Stop
-2,True,True,True,True,12,25,32,24,1,18,Stop,True,False,False,True,Stop
-3,True,True,True,True,14,24,29,28,1,18,Stop,True,False,False,True,South
-4,True,True,True,True,11,21,27,26,1,17,South,True,False,True,False,South
-5,True,True,True,True,14,21,27,25,1,16,South,True,False,False,False,South
-6,True,True,True,True,12,25,26,25,1,15,South,True,False,False,False,South
-7,True,True,True,True,13,19,25,22,1,14,South,True,False,False,False,South
-8,True,True,True,True,12,13,23,22,1,13,South,True,False,True,False,South
-9,True,True,True,True,14,19,24,26,1,12,South,True,False,False,False,South
-10,True,True,True,True,10,16,25,27,1,11,South,True,False,True,False,South
-11,True,True,True,True,9,18,23,28,1,10,South,True,False,True,False,South
-12,True,True,True,True,8,18,22,36,1,9,South,True,False,True,False,South
-13,True,True,True,True,8,10,18,30,1,8,South,True,False,True,False,South
-14,True,True,True,True,10,14,17,31,1,7,South,True,False,True,False,South
-15,True,True,True,True,6,10,19,33,1,6,South,True,False,False,False,East
-16,True,True,True,True,7,6,23,27,2,6,East,False,False,False,True,East
-17,True,True,True,True,5,8,18,29,3,6,East,False,False,False,False,East
-18,True,True,True,True,12,9,17,27,4,6,East,False,False,False,False,East
-19,True,True,True,True,8,8,17,26,5,6,East,False,False,False,False,East
-20,True,True,True,True,4,5,15,23,6,6,East,False,True,False,False,East
-21,True,True,True,True,7,5,12,23,7,6,East,False,True,False,True,East
-22,True,True,True,True,6,4,13,26,8,6,East,False,False,False,False,South
-23,True,True,True,True,8,3,19,24,8,5,South,True,False,False,False,South
-24,True,True,True,True,6,2,19,26,8,4,South,True,False,False,False,South
175,True,False,True,True,9,0,20,29,8,3,South,False,True,False,False,West
174,True,False,True,True,7,0,17,29,7,3,West,False,True,False,True,East
173,True,False,True,True,5,0,20,27,8,3,East,False,True,False,False,North
172,True,False,True,True,3,0,20,25,8,4,North,True,False,False,False,North
171,True,False,True,True,4,0,18,26,8,5,North,True,False,False,False,East
170,True,False,True,True,0,0,17,23,9,5,East,False,False,False,False,East
169,True,False,True,True,4,0,16,21,10,5,East,False,False,False,False,East
168,True,False,True,True,1,0,13,25,11,5,East,False,False,True,False,North
367,False,False,True,True,0,0,14,23,11,6,North,False,False,True,False,North
366,False,False,True,True,0,0,12,20,11,7,North,False,False,True,False,North
365,False,False,True,True,0,0,13,19,11,8,North,False,False,True,False,North
364,False,False,True,True,0,0,13,19,11,9,North,False,False,True,False,North
363,False,False,True,True,0,0,12,18,11,10,North,False,False,True,False,North
362,False,False,True,True,0,0,14,18,11,11,North,False,False,True,False,North
361,False,False,True,True,0,0,14,18,11,12,North,False,False,False,True,East
360,False,False,True,True,0,0,17,14,12,12,East,False,True,False,True,East
359,False,False,True,True,0,0,16,10,13,12,East,False,False,False,True,East
358,False,False,True,True,0,0,14,16,14,12,East,False,False,False,False,East
357,False,False,True,True,0,0,13,4,15,12,East,False,False,False,True,East
356,False,False,True,True,0,0,8,7,16,12,East,False,False,False,True,East
355,False,False,True,True,0,0,11,8,17,12,East,False,False,False,False,North
354,False,False,True,True,0,0,9,7,17,13,North,True,False,False,False,North
353,False,False,True,True,0,0,12,5,17,14,North,False,False,False,False,North
352,False,False,True,True,0,0,13,2,17,15,North,False,False,True,False,North
351,False,False,True,True,0,0,14,1,17,16,North,False,False,True,False,North
350,False,False,True,True,0,0,16,2,17,17,North,False,False,False,False,North
549,False,False,True,False,0,0,12,0,17,18,North,False,False,False,True,West
548,False,False,True,False,0,0,14,0,16,18,West,False,False,False,True,South
547,False,False,True,False,0,0,12,0,16,17,South,False,False,False,False,South
546,False,False,True,False,0,0,11,0,16,16,South,False,False,False,False,South
545,False,False,True,False,0,0,14,0,16,15,South,False,False,False,False,South
544,False,False,True,False,0,0,12,0,16,14,South,False,True,False,False,East
543,False,False,True,False,0,0,10,0,17,14,East,False,False,False,False,East
542,False,False,True,False,0,0,11,0,18,14,East,False,False,False,True,South
541,False,False,True,False,0,0,10,0,18,13,South,False,False,False,False,South
540,False,False,True,False,0,0,11,0,18,12,South,False,False,False,False,South
539,False,False,True,False,0,0,5,0,18,11,South,False,False,False,False,East
538,False,False,True,False,0,0,5,0,19,11,East,False,False,False,False,South
537,False,False,True,False,0,0,0,0,19,10,South,False,True,False,False,East
536,False,False,True,False,0,0,10,0,20,10,East,False,True,False,False,East
535,False,False,True,False,0,0,8,0,21,10,East,False,True,False,True,East
534,False,False,True,False,0,0,9,0,22,10,East,False,True,False,False,East
533,False,False,True,False,0,0,13,0,23,10,East,False,False,False,False,South
532,False,False,True,False,0,0,9,0,23,9,South,True,False,False,False,South
531,False,False,True,False,0,0,9,0,23,8,South,False,False,False,False,South
530,False,False,True,False,0,0,9,0,23,7,South,True,False,False,False,South
529,False,False,True,False,0,0,6,0,23,6,South,False,False,False,False,West
0,True,True,True,True,17,15,14,17,1,18,Stop,True,False,False,True,Stop
-1,True,True,True,True,15,14,13,16,1,18,Stop,True,False,False,True,Stop
-2,True,True,True,True,15,17,13,17,1,18,Stop,True,False,False,True,South
-3,True,True,True,True,14,17,14,14,1,17,South,True,False,True,False,South
-4,True,True,True,True,16,13,13,15,1,16,South,True,False,False,False,South
-5,True,True,True,True,14,8,7,12,1,15,South,True,False,False,False,South
-6,True,True,True,True,13,16,7,10,1,14,South,True,False,False,False,South
-7,True,True,True,True,13,11,7,11,1,13,South,True,False,True,False,South
-8,True,True,True,True,14,7,7,9,1,12,South,True,False,False,False,South
-9,True,True,True,True,10,5,5,7,1,11,South,True,False,True,False,South
-10,True,True,True,True,11,7,4,3,1,10,South,True,False,True,False,South
-11,True,True,True,True,9,6,1,4,1,9,South,True,False,True,False,South
-12,True,True,True,True,7,5,5,6,1,8,South,True,False,True,False,South
-13,True,True,True,True,7,7,5,6,1,7,South,True,False,True,False,South
186,True,True,True,False,4,7,5,0,1,6,South,True,False,False,False,South
185,True,True,True,False,8,5,5,0,1,5,South,True,False,False,False,East
184,True,True,True,False,0,6,4,0,2,5,East,False,False,False,False,East
183,True,True,True,False,1,6,0,0,3,5,East,False,False,False,False,South
382,False,True,True,False,0,3,5,0,3,4,South,False,False,False,False,North
381,False,True,True,False,0,6,4,0,3,5,North,False,False,False,False,North
380,False,True,True,False,0,9,6,0,3,6,North,False,False,False,False,East
379,False,True,True,False,0,10,5,0,4,6,East,False,False,False,False,North
378,False,True,True,False,0,10,0,0,4,7,North,False,False,False,False,North
377,False,True,True,False,0,11,2,0,4,8,North,False,False,False,False,North
576,False,True,False,False,0,9,0,0,4,9,North,False,False,False,False,South
575,False,True,False,False,0,7,0,0,4,8,South,False,False,False,False,South
574,False,True,False,False,0,8,0,0,4,7,South,False,False,False,False,South
573,False,True,False,False,0,7,0,0,4,6,South,False,False,False,False,South
572,False,True,False,False,0,5,0,0,4,5,South,False,False,False,False,South
571,False,True,False,False,0,4,0,0,4,4,South,False,False,False,False,East
0,True,True,True,True,16,15,14,14,1,18,Stop,True,False,False,True,Stop
-1,True,True,True,True,14,14,12,17,1,18,Stop,True,False,False,True,Stop
-2,True,True,True,True,16,17,13,15,1,18,Stop,True,False,False,True,Stop
-3,True,True,True,True,16,16,14,18,1,18,Stop,True,False,False,True,South
-4,True,True,True,True,15,10,13,12,1,17,South,True,False,True,False,South
-5,True,True,True,True,14,13,11,19,1,16,South,True,False,False,False,South
-6,True,True,True,True,6,13,8,15,1,15,South,True,False,False,False,South
-7,True,True,True,True,16,11,4,18,1,14,South,True,False,False,False,South
-8,True,True,True,True,10,9,7,15,1,13,South,True,False,True,False,South
-9,True,True,True,True,9,10,5,11,1,12,South,True,False,False,False,South
-10,True,True,True,True,9,7,3,15,1,11,South,True,False,True,False,South
-11,True,True,True,True,10,9,2,14,1,10,South,True,False,True,False,South
-12,True,True,True,True,6,6,6,13,1,9,South,True,False,True,False,South
-13,True,True,True,True,3,5,2,8,1,8,South,True,False,True,False,South
-14,True,True,True,True,3,1,5,11,1,7,South,True,False,True,False,South
-15,True,True,True,True,0,5,8,8,1,6,South,True,False,False,False,South
184,False,True,True,True,0,5,7,13,1,5,South,True,False,False,False,South
183,False,True,True,True,0,2,9,12,1,4,South,True,False,False,False,East
382,False,False,True,True,0,0,8,10,2,4,East,False,False,False,False,East
381,False,False,True,True,0,0,8,8,3,4,East,False,False,False,False,North
380,False,False,True,True,0,0,7,6,3,5,North,False,False,False,False,North
379,False,False,True,True,0,0,5,4,3,6,North,False,False,False,False,North
378,False,False,True,True,0,0,4,4,3,7,North,True,False,False,False,East
377,False,False,True,True,0,0,0,5,4,7,East,False,False,False,False,North
376,False,False,True,True,0,0,2,4,4,8,North,False,False,False,False,West
375,False,False,True,True,0,0,6,7,3,8,West,True,False,False,False,North
374,False,False,True,True,0,0,4,9,3,9,North,True,False,False,False,East
373,False,False,True,True,0,0,2,8,4,9,East,False,False,False,False,North
572,False,False,False,True,0,0,0,8,4,10,North,False,False,False,True,South
571,False,False,False,True,0,0,0,6,4,9,South,False,False,False,False,South
570,False,False,False,True,0,0,0,10,4,8,South,False,False,False,False,South
569,False,False,False,True,0,0,0,5,4,7,South,False,False,False,False,South
568,False,False,False,True,0,0,0,6,4,6,South,False,False,False,False,East
567,False,False,False,True,0,0,0,0,5,6,East,False,False,False,False,East
