@relation all-data

@attribute score5 numeric
@attribute score2 numeric
@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}

@data
534,536,539,False,False,True,False,0,0,21,0,24,15,West,False,False,False,False,West
533,535,538,False,False,True,False,0,0,18,0,23,15,West,False,False,False,False,West
532,534,537,False,False,True,False,0,0,18,0,22,15,West,False,False,False,False,West
531,533,536,False,False,True,False,0,0,17,0,21,15,West,False,True,False,False,West
530,532,535,False,False,True,False,0,0,15,0,20,15,West,True,False,False,False,South
529,531,534,False,False,True,False,0,0,12,0,20,14,South,False,False,True,False,South
528,530,533,False,False,True,False,0,0,11,0,20,13,South,False,False,True,False,South
527,529,532,False,False,True,False,0,0,13,0,20,12,South,False,False,True,False,South
526,528,531,False,False,True,False,0,0,14,0,20,11,South,False,False,True,False,South
525,527,530,False,False,True,False,0,0,8,0,20,10,South,False,True,False,False,West
524,526,529,False,False,True,False,0,0,12,0,19,10,West,False,True,False,False,West
523,525,528,False,False,True,False,0,0,12,0,18,10,West,False,True,False,False,West
522,524,527,False,False,True,False,0,0,10,0,17,10,West,False,True,False,False,West
521,523,526,False,False,True,False,0,0,9,0,16,10,West,False,True,False,False,West
520,522,525,False,False,True,False,0,0,6,0,15,10,West,False,True,False,False,West
519,521,524,False,False,True,False,0,0,10,0,14,10,West,False,False,False,False,South
518,520,523,False,False,True,False,0,0,7,0,14,9,South,False,False,True,False,South
517,519,522,False,False,True,False,0,0,5,0,14,8,South,False,False,False,False,South
516,518,521,False,False,True,False,0,0,6,0,14,7,South,False,False,True,False,South
515,517,520,False,False,True,False,0,0,3,0,14,6,South,False,False,False,False,South
514,516,519,False,False,True,False,0,0,3,0,14,5,South,False,False,True,False,South
513,515,518,False,False,True,False,0,0,4,0,14,4,South,False,False,False,False,South
512,514,517,False,False,True,False,0,0,0,0,14,3,South,False,True,False,False,West
511,513,516,False,False,True,False,0,0,8,0,13,3,West,True,True,False,False,North
510,512,515,False,False,True,False,0,0,5,0,13,4,North,True,False,False,False,East
-6,-4,-1,True,True,True,True,19,26,27,34,1,18,Stop,True,False,False,True,South
-7,-5,-2,True,True,True,True,13,21,27,30,1,17,South,True,False,True,False,South
-8,-6,-3,True,True,True,True,16,21,23,27,1,16,South,True,False,False,False,South
-9,-7,-4,True,True,True,True,12,19,21,24,1,15,South,True,False,False,False,South
-10,-8,-5,True,True,True,True,13,20,17,23,1,14,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,13,22,16,27,1,13,South,True,False,True,False,South
-12,-10,-7,True,True,True,True,12,16,18,27,1,12,South,True,False,False,False,South
-13,-11,-8,True,True,True,True,12,18,16,29,1,11,South,True,False,True,False,South
-14,-12,-9,True,True,True,True,11,12,18,28,1,10,South,True,False,True,False,South
-15,-13,-10,True,True,True,True,4,13,15,28,1,9,South,True,False,True,False,South
-16,-14,-11,True,True,True,True,11,14,13,27,1,8,South,True,False,True,False,South
-17,-15,-12,True,True,True,True,7,11,13,30,1,7,South,True,False,True,False,South
-18,-16,-13,True,True,True,True,6,13,13,30,1,6,South,True,False,False,False,East
-19,-17,-14,True,True,True,True,6,10,9,30,2,6,East,False,False,False,True,East
-20,-18,-15,True,True,True,True,7,7,11,29,3,6,East,False,False,False,False,East
-21,-19,-16,True,True,True,True,7,7,6,28,4,6,East,False,False,False,False,East
178,-20,-17,True,True,True,True,5,5,8,27,5,6,East,False,False,False,False,East
377,-21,-18,True,True,True,True,3,5,8,27,6,6,East,False,True,False,False,East
376,178,-19,True,True,True,True,2,4,9,26,7,6,East,False,True,False,True,East
375,377,-20,True,True,True,True,2,2,10,26,8,6,East,False,False,False,False,South
374,376,-21,True,True,True,True,0,5,11,29,8,5,South,True,False,False,False,South
373,375,178,True,False,True,True,0,0,9,26,8,4,South,True,False,False,False,East
372,374,377,False,False,True,True,0,0,11,27,9,4,East,False,False,False,False,North
371,373,376,False,False,True,True,0,0,7,29,9,5,North,False,False,False,False,North
370,372,375,False,False,True,True,0,0,8,26,9,6,North,False,False,False,False,North
369,371,374,False,False,True,True,0,0,6,25,9,7,North,False,False,False,False,North
368,370,373,False,False,True,True,0,0,9,20,9,8,North,False,False,False,False,North
367,369,372,False,False,True,True,0,0,7,23,9,9,North,False,False,False,False,North
366,368,371,False,False,True,True,0,0,12,26,9,10,North,False,False,False,False,North
365,367,370,False,False,True,True,0,0,12,21,9,11,North,False,False,False,False,North
364,366,369,False,False,True,True,0,0,14,18,9,12,North,False,False,False,False,North
363,365,368,False,False,True,True,0,0,16,12,9,13,North,False,False,False,False,North
362,364,367,False,False,True,True,0,0,18,19,9,14,North,False,False,False,False,North
361,363,366,False,False,True,True,0,0,19,17,9,15,North,False,False,False,False,East
360,362,365,False,False,True,True,0,0,17,13,10,15,East,False,False,False,False,East
359,361,364,False,False,True,True,0,0,17,16,11,15,East,False,True,False,False,East
358,360,363,False,False,True,True,0,0,16,17,12,15,East,False,False,False,False,East
357,359,362,False,False,True,True,0,0,14,14,13,15,East,False,False,False,False,East
356,358,361,False,False,True,True,0,0,14,14,14,15,East,False,False,False,False,East
355,357,360,False,False,True,True,0,0,13,11,15,15,East,False,False,False,False,South
354,356,359,False,False,True,True,0,0,18,10,15,14,South,False,True,False,False,East
353,355,358,False,False,True,True,0,0,12,10,16,14,East,False,True,False,False,East
352,354,357,False,False,True,True,0,0,13,5,17,14,East,False,False,False,False,East
351,353,356,False,False,True,True,0,0,12,11,18,14,East,False,False,False,True,East
350,352,355,False,False,True,True,0,0,11,5,19,14,East,False,False,False,True,East
349,351,354,False,False,True,True,0,0,13,2,20,14,East,False,False,True,False,North
348,350,353,False,False,True,True,0,0,15,7,20,15,North,True,False,False,False,East
347,349,352,False,False,True,True,0,0,12,2,21,15,East,False,True,False,False,East
346,348,351,False,False,True,True,0,0,18,2,22,15,East,False,False,False,False,East
345,347,350,False,False,True,True,0,0,22,3,23,15,East,False,False,False,False,South
344,346,349,False,False,True,True,0,0,13,0,23,14,South,False,False,False,False,South
343,345,348,False,False,True,True,0,0,14,4,23,13,South,False,True,True,False,West
542,344,347,False,False,True,True,0,0,12,2,22,13,West,True,True,False,False,North
541,343,346,False,False,True,True,0,0,9,5,22,14,North,True,False,False,False,North
540,542,345,False,False,True,True,0,0,10,2,22,15,North,False,False,False,False,East
539,541,344,False,False,True,True,0,0,14,1,23,15,East,False,False,False,False,East
538,540,343,False,False,True,True,0,0,15,1,24,15,East,False,False,False,False,North
537,539,542,False,False,True,False,0,0,11,0,24,16,North,False,False,False,True,West
536,538,541,False,False,True,False,0,0,16,0,23,16,West,False,False,False,True,West
535,537,540,False,False,True,False,0,0,13,0,22,16,West,False,False,False,True,West
534,536,539,False,False,True,False,0,0,19,0,21,16,West,False,False,False,False,West
533,535,538,False,False,True,False,0,0,14,0,20,16,West,True,False,False,False,South
532,534,537,False,False,True,False,0,0,17,0,20,15,South,True,False,False,False,South
531,533,536,False,False,True,False,0,0,12,0,20,14,South,False,False,True,False,South
530,532,535,False,False,True,False,0,0,9,0,20,13,South,False,False,True,False,South
529,531,534,False,False,True,False,0,0,10,0,20,12,South,False,False,True,False,South
528,530,533,False,False,True,False,0,0,6,0,20,11,South,False,False,True,False,South
527,529,532,False,False,True,False,0,0,12,0,20,10,South,False,True,False,False,East
526,528,531,False,False,True,False,0,0,7,0,21,10,East,False,True,False,True,East
525,527,530,False,False,True,False,0,0,10,0,22,10,East,False,True,False,False,East
524,526,529,False,False,True,False,0,0,9,0,23,10,East,False,False,False,False,South
523,525,528,False,False,True,False,0,0,5,0,23,9,South,True,False,False,False,South
522,524,527,False,False,True,False,0,0,8,0,23,8,South,False,False,False,False,South
521,523,526,False,False,True,False,0,0,4,0,23,7,South,True,False,False,False,South
-8,-6,-3,True,True,True,True,14,24,29,28,1,18,Stop,True,False,False,True,South
-9,-7,-4,True,True,True,True,11,21,27,26,1,17,South,True,False,True,False,South
-10,-8,-5,True,True,True,True,14,21,27,25,1,16,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,12,25,26,25,1,15,South,True,False,False,False,South
-12,-10,-7,True,True,True,True,13,19,25,22,1,14,South,True,False,False,False,South
-13,-11,-8,True,True,True,True,12,13,23,22,1,13,South,True,False,True,False,South
-14,-12,-9,True,True,True,True,14,19,24,26,1,12,South,True,False,False,False,South
-15,-13,-10,True,True,True,True,10,16,25,27,1,11,South,True,False,True,False,South
-16,-14,-11,True,True,True,True,9,18,23,28,1,10,South,True,False,True,False,South
-17,-15,-12,True,True,True,True,8,18,22,36,1,9,South,True,False,True,False,South
-18,-16,-13,True,True,True,True,8,10,18,30,1,8,South,True,False,True,False,South
-19,-17,-14,True,True,True,True,10,14,17,31,1,7,South,True,False,True,False,South
-20,-18,-15,True,True,True,True,6,10,19,33,1,6,South,True,False,False,False,East
-21,-19,-16,True,True,True,True,7,6,23,27,2,6,East,False,False,False,True,East
-22,-20,-17,True,True,True,True,5,8,18,29,3,6,East,False,False,False,False,East
-23,-21,-18,True,True,True,True,12,9,17,27,4,6,East,False,False,False,False,East
-24,-22,-19,True,True,True,True,8,8,17,26,5,6,East,False,False,False,False,East
175,-23,-20,True,True,True,True,4,5,15,23,6,6,East,False,True,False,False,East
174,-24,-21,True,True,True,True,7,5,12,23,7,6,East,False,True,False,True,East
173,175,-22,True,True,True,True,6,4,13,26,8,6,East,False,False,False,False,South
172,174,-23,True,True,True,True,8,3,19,24,8,5,South,True,False,False,False,South
171,173,-24,True,True,True,True,6,2,19,26,8,4,South,True,False,False,False,South
170,172,175,True,False,True,True,9,0,20,29,8,3,South,False,True,False,False,West
169,171,174,True,False,True,True,7,0,17,29,7,3,West,False,True,False,True,East
168,170,173,True,False,True,True,5,0,20,27,8,3,East,False,True,False,False,North
367,169,172,True,False,True,True,3,0,20,25,8,4,North,True,False,False,False,North
366,168,171,True,False,True,True,4,0,18,26,8,5,North,True,False,False,False,East
365,367,170,True,False,True,True,0,0,17,23,9,5,East,False,False,False,False,East
364,366,169,True,False,True,True,4,0,16,21,10,5,East,False,False,False,False,East
363,365,168,True,False,True,True,1,0,13,25,11,5,East,False,False,True,False,North
362,364,367,False,False,True,True,0,0,14,23,11,6,North,False,False,True,False,North
361,363,366,False,False,True,True,0,0,12,20,11,7,North,False,False,True,False,North
360,362,365,False,False,True,True,0,0,13,19,11,8,North,False,False,True,False,North
359,361,364,False,False,True,True,0,0,13,19,11,9,North,False,False,True,False,North
358,360,363,False,False,True,True,0,0,12,18,11,10,North,False,False,True,False,North
357,359,362,False,False,True,True,0,0,14,18,11,11,North,False,False,True,False,North
356,358,361,False,False,True,True,0,0,14,18,11,12,North,False,False,False,True,East
355,357,360,False,False,True,True,0,0,17,14,12,12,East,False,True,False,True,East
354,356,359,False,False,True,True,0,0,16,10,13,12,East,False,False,False,True,East
353,355,358,False,False,True,True,0,0,14,16,14,12,East,False,False,False,False,East
352,354,357,False,False,True,True,0,0,13,4,15,12,East,False,False,False,True,East
351,353,356,False,False,True,True,0,0,8,7,16,12,East,False,False,False,True,East
350,352,355,False,False,True,True,0,0,11,8,17,12,East,False,False,False,False,North
549,351,354,False,False,True,True,0,0,9,7,17,13,North,True,False,False,False,North
548,350,353,False,False,True,True,0,0,12,5,17,14,North,False,False,False,False,North
547,549,352,False,False,True,True,0,0,13,2,17,15,North,False,False,True,False,North
546,548,351,False,False,True,True,0,0,14,1,17,16,North,False,False,True,False,North
545,547,350,False,False,True,True,0,0,16,2,17,17,North,False,False,False,False,North
544,546,549,False,False,True,False,0,0,12,0,17,18,North,False,False,False,True,West
543,545,548,False,False,True,False,0,0,14,0,16,18,West,False,False,False,True,South
542,544,547,False,False,True,False,0,0,12,0,16,17,South,False,False,False,False,South
541,543,546,False,False,True,False,0,0,11,0,16,16,South,False,False,False,False,South
540,542,545,False,False,True,False,0,0,14,0,16,15,South,False,False,False,False,South
539,541,544,False,False,True,False,0,0,12,0,16,14,South,False,True,False,False,East
538,540,543,False,False,True,False,0,0,10,0,17,14,East,False,False,False,False,East
537,539,542,False,False,True,False,0,0,11,0,18,14,East,False,False,False,True,South
536,538,541,False,False,True,False,0,0,10,0,18,13,South,False,False,False,False,South
535,537,540,False,False,True,False,0,0,11,0,18,12,South,False,False,False,False,South
534,536,539,False,False,True,False,0,0,5,0,18,11,South,False,False,False,False,East
533,535,538,False,False,True,False,0,0,5,0,19,11,East,False,False,False,False,South
532,534,537,False,False,True,False,0,0,0,0,19,10,South,False,True,False,False,East
531,533,536,False,False,True,False,0,0,10,0,20,10,East,False,True,False,False,East
530,532,535,False,False,True,False,0,0,8,0,21,10,East,False,True,False,True,East
529,531,534,False,False,True,False,0,0,9,0,22,10,East,False,True,False,False,East
528,530,533,False,False,True,False,0,0,13,0,23,10,East,False,False,False,False,South
527,529,532,False,False,True,False,0,0,9,0,23,9,South,True,False,False,False,South
526,528,531,False,False,True,False,0,0,9,0,23,8,South,False,False,False,False,South
525,527,530,False,False,True,False,0,0,9,0,23,7,South,True,False,False,False,South
524,526,529,False,False,True,False,0,0,6,0,23,6,South,False,False,False,False,West
-7,-5,-2,True,True,True,True,15,17,13,17,1,18,Stop,True,False,False,True,South
-8,-6,-3,True,True,True,True,14,17,14,14,1,17,South,True,False,True,False,South
-9,-7,-4,True,True,True,True,16,13,13,15,1,16,South,True,False,False,False,South
-10,-8,-5,True,True,True,True,14,8,7,12,1,15,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,13,16,7,10,1,14,South,True,False,False,False,South
-12,-10,-7,True,True,True,True,13,11,7,11,1,13,South,True,False,True,False,South
-13,-11,-8,True,True,True,True,14,7,7,9,1,12,South,True,False,False,False,South
186,-12,-9,True,True,True,True,10,5,5,7,1,11,South,True,False,True,False,South
185,-13,-10,True,True,True,True,11,7,4,3,1,10,South,True,False,True,False,South
184,186,-11,True,True,True,True,9,6,1,4,1,9,South,True,False,True,False,South
183,185,-12,True,True,True,True,7,5,5,6,1,8,South,True,False,True,False,South
382,184,-13,True,True,True,True,7,7,5,6,1,7,South,True,False,True,False,South
381,183,186,True,True,True,False,4,7,5,0,1,6,South,True,False,False,False,South
380,382,185,True,True,True,False,8,5,5,0,1,5,South,True,False,False,False,East
379,381,184,True,True,True,False,0,6,4,0,2,5,East,False,False,False,False,East
378,380,183,True,True,True,False,1,6,0,0,3,5,East,False,False,False,False,South
377,379,382,False,True,True,False,0,3,5,0,3,4,South,False,False,False,False,North
576,378,381,False,True,True,False,0,6,4,0,3,5,North,False,False,False,False,North
575,377,380,False,True,True,False,0,9,6,0,3,6,North,False,False,False,False,East
574,576,379,False,True,True,False,0,10,5,0,4,6,East,False,False,False,False,North
573,575,378,False,True,True,False,0,10,0,0,4,7,North,False,False,False,False,North
572,574,377,False,True,True,False,0,11,2,0,4,8,North,False,False,False,False,North
571,573,576,False,True,False,False,0,9,0,0,4,9,North,False,False,False,False,South
570,572,575,False,True,False,False,0,7,0,0,4,8,South,False,False,False,False,South
569,571,574,False,True,False,False,0,8,0,0,4,7,South,False,False,False,False,South
568,570,573,False,True,False,False,0,7,0,0,4,6,South,False,False,False,False,South
567,569,572,False,True,False,False,0,5,0,0,4,5,South,False,False,False,False,South
566,568,571,False,True,False,False,0,4,0,0,4,4,South,False,False,False,False,East
-8,-6,-3,True,True,True,True,16,16,14,18,1,18,Stop,True,False,False,True,South
-9,-7,-4,True,True,True,True,15,10,13,12,1,17,South,True,False,True,False,South
-10,-8,-5,True,True,True,True,14,13,11,19,1,16,South,True,False,False,False,South
-11,-9,-6,True,True,True,True,6,13,8,15,1,15,South,True,False,False,False,South
-12,-10,-7,True,True,True,True,16,11,4,18,1,14,South,True,False,False,False,South
-13,-11,-8,True,True,True,True,10,9,7,15,1,13,South,True,False,True,False,South
-14,-12,-9,True,True,True,True,9,10,5,11,1,12,South,True,False,False,False,South
